invoice_id;user_id;customer_id;amount
699;ksandcroft1;244174503-4;9388.78
700;rmarchenko8;921481382-5;3169.61
701;aepelett6;837274956-6;6199.02
702;aepelett6;837274956-6;127.16
703;aepelett6;017137369-3;1268.37
704;gvasilmanov0;408840891-8;9476.55
705;aroyle4;408840891-8;5947.3
706;aepelett6;724222419-5;669.66
707;aepelett6;236198775-9;3463.34
708;nbernholt7;671688460-2;6364.22
709;nbernholt7;369814086-1;4053.21
710;clangstaff9;604150177-8;273.52
711;nbernholt7;724222419-5;9986.21
712;ksandcroft1;244174503-4;6883.2
713;aepelett6;244174503-4;6029.47
714;aroyle4;837274956-6;5843.17
715;aepelett6;724222419-5;6508.93
716;ksandcroft1;724222419-5;6676.4
717;jesparza2;724222419-5;5339.16
718;ahenaughan3;369814086-1;1113.32
719;clangstaff9;369814086-1;3247.98
720;gvasilmanov0;408840891-8;1369.09
721;cmayes5;244174503-4;8674.75
722;ksandcroft1;236198775-9;3531.09
723;ksandcroft1;408840891-8;6858.72
724;rmarchenko8;671688460-2;4618.45
725;gvasilmanov0;604150177-8;8938.18
726;ksandcroft1;921481382-5;3669.86
727;aepelett6;604150177-8;7934.08
728;jesparza2;604150177-8;5784.46
729;gvasilmanov0;236198775-9;3107.45
730;gvasilmanov0;837274956-6;1237.43
731;jesparza2;604150177-8;2351.78
732;jesparza2;236198775-9;7167.18
733;gvasilmanov0;671688460-2;8786.49
734;aepelett6;837274956-6;4914.28
735;nbernholt7;017137369-3;3792.17
736;aroyle4;408840891-8;3082.11
737;clangstaff9;244174503-4;1215.22
738;cmayes5;408840891-8;9738.33
739;gvasilmanov0;369814086-1;4566.7
740;ksandcroft1;369814086-1;6072.86
741;rmarchenko8;921481382-5;2716.55
742;clangstaff9;671688460-2;1877.56
743;ksandcroft1;921481382-5;6684.25
744;ahenaughan3;236198775-9;9925.06
745;cmayes5;604150177-8;7825.05
746;nbernholt7;244174503-4;3550.67
747;rmarchenko8;408840891-8;2888
748;jesparza2;408840891-8;7421.93
749;gvasilmanov0;671688460-2;6449.36
750;ahenaughan3;236198775-9;6225.62
751;jesparza2;837274956-6;1121.57
752;jesparza2;724222419-5;1112.79
753;aroyle4;244174503-4;1091.31
754;rmarchenko8;671688460-2;4330.36
755;jesparza2;244174503-4;672.18
756;jesparza2;671688460-2;6137.72
757;clangstaff9;017137369-3;2195.95
758;cmayes5;369814086-1;9015.86
759;ksandcroft1;236198775-9;49.05
760;rmarchenko8;724222419-5;5613.61
761;jesparza2;604150177-8;5775.79
762;aepelett6;671688460-2;7685.38
763;clangstaff9;671688460-2;6877.01
764;jesparza2;671688460-2;8261.9
765;ahenaughan3;921481382-5;305.06
766;cmayes5;724222419-5;8392.38
767;aroyle4;921481382-5;4819.32
768;ahenaughan3;369814086-1;8377.74
769;ksandcroft1;244174503-4;3053.47
770;aroyle4;604150177-8;7758.86
771;ahenaughan3;604150177-8;3837.69
772;gvasilmanov0;671688460-2;9707.04
773;ksandcroft1;369814086-1;4146.99
774;aepelett6;671688460-2;1200.27
775;cmayes5;017137369-3;2101.2
776;nbernholt7;408840891-8;8998.78
777;aroyle4;921481382-5;1294.82
778;gvasilmanov0;921481382-5;2985.52
779;aroyle4;724222419-5;2269.54
780;jesparza2;017137369-3;7425.28
781;ahenaughan3;837274956-6;2258.18
782;clangstaff9;724222419-5;6949.81
783;ahenaughan3;369814086-1;3330.37
784;gvasilmanov0;921481382-5;6573.75
785;aepelett6;604150177-8;8644.41
786;cmayes5;724222419-5;7899.28
787;jesparza2;017137369-3;1503.63
788;aroyle4;236198775-9;1566.89
789;jesparza2;369814086-1;7326.96
790;aroyle4;837274956-6;6332.75
791;cmayes5;671688460-2;5228.37
792;gvasilmanov0;604150177-8;5270.63
793;gvasilmanov0;921481382-5;650.38
794;gvasilmanov0;408840891-8;6134.11
795;aroyle4;369814086-1;2487.42
796;jesparza2;837274956-6;919.71
797;jesparza2;017137369-3;3690.94
798;cmayes5;236198775-9;2151.01
799;cmayes5;921481382-5;2170.38
800;aepelett6;837274956-6;4733.92
801;ksandcroft1;724222419-5;699.8
802;rmarchenko8;408840891-8;6552.42
803;ksandcroft1;017137369-3;2548.35
804;gvasilmanov0;236198775-9;3913.63
805;aepelett6;017137369-3;8053.99
806;aepelett6;369814086-1;2823.96
807;ahenaughan3;724222419-5;8831.78
808;ahenaughan3;724222419-5;4850.71
809;gvasilmanov0;837274956-6;8864.79
810;aepelett6;671688460-2;7254.05
811;ahenaughan3;017137369-3;875.82
812;aepelett6;369814086-1;2972.14
813;aroyle4;837274956-6;149.52
814;aepelett6;236198775-9;2218.35
815;aepelett6;837274956-6;3668.09
816;aepelett6;921481382-5;9419.34
817;ksandcroft1;244174503-4;5172.97
818;ksandcroft1;837274956-6;8565.98
819;ahenaughan3;921481382-5;3487.35
820;gvasilmanov0;369814086-1;5079.5
821;nbernholt7;671688460-2;1184.03
822;ksandcroft1;921481382-5;2890.04
823;ahenaughan3;837274956-6;9833
824;nbernholt7;236198775-9;2662.78
825;aroyle4;671688460-2;9981.3
826;ahenaughan3;236198775-9;8174.42
827;rmarchenko8;244174503-4;7522.9
828;aepelett6;724222419-5;5347.34
829;clangstaff9;244174503-4;6060.56
830;ksandcroft1;724222419-5;9963.46
831;clangstaff9;921481382-5;6738.08
832;gvasilmanov0;671688460-2;6609.47
833;rmarchenko8;604150177-8;6139.27
834;rmarchenko8;369814086-1;9274.41
835;nbernholt7;837274956-6;279.6
836;aepelett6;837274956-6;6274.66
837;aepelett6;236198775-9;906.11
838;ahenaughan3;837274956-6;1302.78
839;nbernholt7;671688460-2;1945.2
840;aepelett6;236198775-9;274.75
841;ksandcroft1;369814086-1;1484.43
842;nbernholt7;408840891-8;4720.3
843;aepelett6;837274956-6;8829.41
844;clangstaff9;837274956-6;3119.56
845;aepelett6;236198775-9;9858.41
846;ksandcroft1;604150177-8;2682.67
847;rmarchenko8;671688460-2;3260.91
848;aroyle4;244174503-4;9901.15
849;nbernholt7;017137369-3;8569.35
850;jesparza2;369814086-1;1607.6
851;jesparza2;671688460-2;3684.45
852;cmayes5;724222419-5;1352.52
853;nbernholt7;369814086-1;8304.03
854;aroyle4;236198775-9;4841.79
855;clangstaff9;724222419-5;7219.01
856;ahenaughan3;408840891-8;7417.35
857;gvasilmanov0;408840891-8;7158.15
858;gvasilmanov0;837274956-6;3484.96
859;aroyle4;244174503-4;9782.14
860;gvasilmanov0;244174503-4;6381.55
861;clangstaff9;244174503-4;329.75
862;aroyle4;017137369-3;8748.6
863;ahenaughan3;671688460-2;1752.1
864;jesparza2;017137369-3;9836.75
865;ahenaughan3;408840891-8;248.38
866;ahenaughan3;671688460-2;746.69
867;aepelett6;017137369-3;9763.38
868;aepelett6;921481382-5;3927.23
869;ahenaughan3;724222419-5;4187.19
870;gvasilmanov0;724222419-5;777.76
871;clangstaff9;724222419-5;4243.62
872;jesparza2;244174503-4;9903.65
873;nbernholt7;017137369-3;4516.32
874;rmarchenko8;236198775-9;2820.23
875;rmarchenko8;837274956-6;4487.03
876;gvasilmanov0;921481382-5;6518.19
877;ahenaughan3;017137369-3;4669.41
878;aroyle4;604150177-8;8971.34
879;ahenaughan3;017137369-3;8294.79
880;nbernholt7;369814086-1;8336.51
881;rmarchenko8;724222419-5;6600.87
882;ahenaughan3;724222419-5;3194.52
883;jesparza2;408840891-8;5192.14
884;nbernholt7;921481382-5;2085.86
885;ksandcroft1;017137369-3;6973.13
886;ahenaughan3;408840891-8;1452.78
887;jesparza2;017137369-3;3141.53
888;rmarchenko8;236198775-9;6334.95
889;aepelett6;837274956-6;5743.84
890;ahenaughan3;604150177-8;5878.17
891;aroyle4;671688460-2;1296.13
892;aroyle4;244174503-4;4801.32
893;cmayes5;408840891-8;6692.73
894;gvasilmanov0;604150177-8;8805.18
895;aroyle4;921481382-5;699.77
896;cmayes5;724222419-5;8347.7
897;aroyle4;017137369-3;5548.44
898;cmayes5;837274956-6;2361.04
899;aepelett6;837274956-6;9.98
900;nbernholt7;604150177-8;8480.48
901;nbernholt7;724222419-5;4636.65
902;aepelett6;408840891-8;313.14
903;aroyle4;408840891-8;4233.25
904;gvasilmanov0;369814086-1;9594.03
905;jesparza2;837274956-6;2955.18
906;ksandcroft1;017137369-3;9224.4
907;clangstaff9;236198775-9;7718.57
908;aepelett6;244174503-4;2209.49
909;gvasilmanov0;244174503-4;4430.98
910;cmayes5;369814086-1;4888.6
911;rmarchenko8;244174503-4;2223.34
912;ksandcroft1;724222419-5;8158.22
913;clangstaff9;837274956-6;5739.67
914;aepelett6;236198775-9;4957.04
915;aroyle4;671688460-2;2086.1
916;rmarchenko8;244174503-4;1455.04
917;rmarchenko8;921481382-5;4268.56
918;rmarchenko8;604150177-8;8023.95
919;clangstaff9;244174503-4;4233.46
920;aroyle4;236198775-9;2538.68
921;nbernholt7;724222419-5;9925.3
922;jesparza2;017137369-3;3020.5
923;clangstaff9;921481382-5;1975.09
924;rmarchenko8;724222419-5;5787.24
925;ksandcroft1;017137369-3;3817.58
926;gvasilmanov0;724222419-5;9149.15
927;ahenaughan3;369814086-1;9224.78
928;aepelett6;369814086-1;2745.59
929;nbernholt7;604150177-8;3268.19
930;clangstaff9;837274956-6;9206.67
931;ksandcroft1;017137369-3;1650.25
932;aroyle4;236198775-9;4825.41
933;rmarchenko8;017137369-3;5098.83
934;aepelett6;921481382-5;1609.33
935;ksandcroft1;369814086-1;128.9
936;gvasilmanov0;244174503-4;8099.02
937;aepelett6;244174503-4;6516.65
938;cmayes5;604150177-8;1635.94
939;ahenaughan3;921481382-5;1247.3
940;jesparza2;837274956-6;2801.23
941;nbernholt7;671688460-2;7161.85
942;aroyle4;017137369-3;3311.41
943;ahenaughan3;724222419-5;6777.22
944;ahenaughan3;236198775-9;8199.45
945;rmarchenko8;724222419-5;9528.21
946;clangstaff9;244174503-4;4551.57
947;aepelett6;017137369-3;8904.27
948;ahenaughan3;604150177-8;8339.93
949;nbernholt7;837274956-6;7382.06
950;cmayes5;921481382-5;158.98
951;cmayes5;244174503-4;2851.79
952;gvasilmanov0;921481382-5;8432.04
953;ahenaughan3;017137369-3;3033.03
954;jesparza2;408840891-8;9688.46
955;gvasilmanov0;724222419-5;1035.85
956;aepelett6;671688460-2;524.15
957;ahenaughan3;921481382-5;3093.74
958;aepelett6;724222419-5;571.43
959;jesparza2;408840891-8;4987.33
960;rmarchenko8;244174503-4;8487.02
961;aepelett6;837274956-6;8069.48
962;nbernholt7;671688460-2;8796.81
963;aepelett6;671688460-2;9651.48
964;ahenaughan3;671688460-2;3595.49
965;aroyle4;724222419-5;5056.25
966;rmarchenko8;837274956-6;1692.53
967;clangstaff9;236198775-9;5523.74
968;jesparza2;236198775-9;2953.47
969;aroyle4;236198775-9;166.56
970;nbernholt7;837274956-6;311.53
971;ksandcroft1;017137369-3;7442.9
972;ahenaughan3;671688460-2;5114.91
973;cmayes5;408840891-8;1891.17
974;nbernholt7;837274956-6;9936.72
975;ahenaughan3;604150177-8;6647.31
976;clangstaff9;671688460-2;9484.61
977;cmayes5;017137369-3;1209.3
978;rmarchenko8;671688460-2;8471.79
979;nbernholt7;369814086-1;3834.68
980;jesparza2;604150177-8;9407.51
981;gvasilmanov0;724222419-5;4385.22
982;jesparza2;017137369-3;629.66
983;rmarchenko8;408840891-8;1398.39
984;ahenaughan3;921481382-5;2225.97
985;rmarchenko8;671688460-2;7164.59
986;rmarchenko8;921481382-5;6305.42
987;clangstaff9;604150177-8;6055.26
988;ahenaughan3;017137369-3;831.81
989;ksandcroft1;921481382-5;2483.54
990;ahenaughan3;017137369-3;7964.2
991;gvasilmanov0;236198775-9;8828.87
992;jesparza2;724222419-5;6196.18
993;cmayes5;837274956-6;6725.56
994;ksandcroft1;724222419-5;1942.16
995;clangstaff9;671688460-2;5849.68
996;rmarchenko8;408840891-8;4222.68
997;clangstaff9;724222419-5;4285.26
998;ahenaughan3;408840891-8;9585.21
999;cmayes5;408840891-8;8625.59
1000;jesparza2;408840891-8;1716.52
1001;rmarchenko8;236198775-9;956.43
1002;aroyle4;244174503-4;5913.4
1003;aroyle4;017137369-3;8562.71
1004;ksandcroft1;408840891-8;8529.77
1005;aroyle4;604150177-8;882.37
1006;jesparza2;244174503-4;7633.81
1007;ahenaughan3;017137369-3;705.77
1008;cmayes5;236198775-9;9197.28
1009;ksandcroft1;369814086-1;2984.94
1010;cmayes5;236198775-9;6453.45
1011;aroyle4;244174503-4;1497.58
1012;clangstaff9;369814086-1;7250.72
1013;ksandcroft1;017137369-3;4439.39
1014;aepelett6;244174503-4;2509.37
1015;aroyle4;921481382-5;2495.52
1016;rmarchenko8;244174503-4;4341.3
1017;clangstaff9;671688460-2;6129.51
1018;aepelett6;369814086-1;8510.96
1019;clangstaff9;724222419-5;1207.51
1020;aroyle4;244174503-4;8472.75
1021;cmayes5;671688460-2;5443.85
1022;clangstaff9;837274956-6;8051.12
1023;gvasilmanov0;236198775-9;6740.18
1024;jesparza2;236198775-9;798.78
1025;nbernholt7;369814086-1;9241.82
1026;clangstaff9;244174503-4;4633.81
1027;clangstaff9;236198775-9;1704.63
1028;ksandcroft1;724222419-5;3115.81
1029;rmarchenko8;017137369-3;1.04
1030;ahenaughan3;244174503-4;2351.11
1031;aepelett6;017137369-3;6463.37
1032;jesparza2;921481382-5;7187.44
1033;rmarchenko8;017137369-3;9393.26
1034;aepelett6;921481382-5;2332.92
1035;ahenaughan3;408840891-8;7956.63
1036;rmarchenko8;244174503-4;1882.58
1037;ahenaughan3;017137369-3;3269.3
1038;ksandcroft1;921481382-5;8148.69
1039;nbernholt7;369814086-1;3743.69
1040;aepelett6;369814086-1;3607.08
1041;ahenaughan3;236198775-9;2196.29
1042;aroyle4;604150177-8;342.39
1043;ksandcroft1;017137369-3;9214.16
1044;jesparza2;921481382-5;6621.65
1045;nbernholt7;671688460-2;1014.93
1046;rmarchenko8;244174503-4;3670.1
1047;ahenaughan3;017137369-3;7516.19
1048;aroyle4;369814086-1;1991.81
1049;gvasilmanov0;369814086-1;4935.74
1050;rmarchenko8;017137369-3;8091.93
1051;clangstaff9;244174503-4;3649.89
1052;gvasilmanov0;408840891-8;4318.16
1053;gvasilmanov0;236198775-9;6805.45
1054;aroyle4;408840891-8;6156.69
1055;nbernholt7;017137369-3;2035.42
1056;ahenaughan3;921481382-5;1803.88
1057;gvasilmanov0;724222419-5;359.78
1058;gvasilmanov0;408840891-8;1490.39
1059;jesparza2;921481382-5;7879.66
1060;aroyle4;236198775-9;6829.22
1061;ksandcroft1;017137369-3;8713.07
1062;aepelett6;236198775-9;4739.47
1063;aepelett6;837274956-6;9593.19
1064;rmarchenko8;671688460-2;3687.11
1065;nbernholt7;017137369-3;8991.06
1066;clangstaff9;236198775-9;236.69
1067;ksandcroft1;244174503-4;7828.82
1068;clangstaff9;017137369-3;8776.17
1069;clangstaff9;244174503-4;970.44
1070;cmayes5;604150177-8;375.65
1071;clangstaff9;921481382-5;3327.02
1072;rmarchenko8;369814086-1;8036.86
1073;ahenaughan3;837274956-6;1740.42
1074;ksandcroft1;724222419-5;4239.42
1075;rmarchenko8;604150177-8;8179.16
1076;cmayes5;017137369-3;8088.19
1077;ksandcroft1;244174503-4;3183.68
1078;jesparza2;724222419-5;4829.64
1079;aroyle4;837274956-6;3473.54
1080;rmarchenko8;921481382-5;9570.25
1081;ahenaughan3;244174503-4;9945.18
1082;ksandcroft1;017137369-3;785.19
1083;rmarchenko8;671688460-2;5953.43
1084;jesparza2;724222419-5;9588.82
1085;rmarchenko8;244174503-4;3311.16
1086;rmarchenko8;369814086-1;9499.83
1087;clangstaff9;671688460-2;8038.57
1088;ahenaughan3;921481382-5;6351.51
1089;aepelett6;369814086-1;8875.97
1090;nbernholt7;921481382-5;9384.61
1091;aepelett6;408840891-8;6133.69
1092;ahenaughan3;837274956-6;6406.59
1093;rmarchenko8;837274956-6;8786.38
1094;rmarchenko8;017137369-3;6845.51
1095;nbernholt7;724222419-5;568.42
1096;nbernholt7;724222419-5;722.04
1097;ksandcroft1;244174503-4;190.12
1098;jesparza2;724222419-5;7585.97
1099;aroyle4;236198775-9;3568.69
1100;clangstaff9;244174503-4;9656.22
1101;gvasilmanov0;236198775-9;1442.99
1102;aroyle4;017137369-3;2059.98
1103;rmarchenko8;837274956-6;4770.69
1104;gvasilmanov0;244174503-4;6054.03
1105;ksandcroft1;671688460-2;3887.02
1106;aepelett6;236198775-9;1345.27
1107;rmarchenko8;369814086-1;9843.39
1108;rmarchenko8;244174503-4;7272.26
1109;ahenaughan3;017137369-3;1795.8
1110;ksandcroft1;408840891-8;4005.44
1111;rmarchenko8;921481382-5;4316.7
1112;clangstaff9;837274956-6;1853.5
1113;jesparza2;017137369-3;5049.71
1114;rmarchenko8;604150177-8;433.65
1115;jesparza2;604150177-8;8993.87
1116;rmarchenko8;369814086-1;6055.53
1117;aepelett6;671688460-2;5441.64
1118;aepelett6;604150177-8;4987.69
1119;clangstaff9;837274956-6;1614.81
1120;clangstaff9;837274956-6;7054.21
1121;ksandcroft1;408840891-8;3267.45
1122;nbernholt7;236198775-9;5507.57
1123;gvasilmanov0;017137369-3;9709.55
1124;nbernholt7;017137369-3;6727.25
1125;rmarchenko8;837274956-6;8967.27
1126;clangstaff9;837274956-6;7578.98
1127;ksandcroft1;921481382-5;9269.2
1128;jesparza2;236198775-9;6955.79
1129;cmayes5;921481382-5;9455.71
1130;jesparza2;724222419-5;841.73
1131;aroyle4;671688460-2;2640.07
1132;gvasilmanov0;408840891-8;6339.72
1133;gvasilmanov0;724222419-5;4182.49
1134;aepelett6;604150177-8;4442.66
1135;aroyle4;837274956-6;885.42
1136;clangstaff9;408840891-8;9363.43
1137;aepelett6;671688460-2;5774.97
1138;gvasilmanov0;837274956-6;1620.07
1139;cmayes5;837274956-6;4291.33
1140;aroyle4;921481382-5;9646.03
1141;ahenaughan3;408840891-8;4259.04
1142;rmarchenko8;244174503-4;2738.61
1143;aroyle4;244174503-4;7159.67
1144;aepelett6;724222419-5;912.15
1145;gvasilmanov0;017137369-3;8181.92
1146;ksandcroft1;236198775-9;4065.18
1147;clangstaff9;017137369-3;2250.67
1148;cmayes5;369814086-1;7582.68
1149;rmarchenko8;921481382-5;7804.12
1150;gvasilmanov0;724222419-5;4863.45
1151;cmayes5;244174503-4;2414.78
1152;jesparza2;921481382-5;9727.19
1153;clangstaff9;604150177-8;981.17
1154;nbernholt7;017137369-3;1739.59
1155;rmarchenko8;921481382-5;470.78
1156;aepelett6;671688460-2;8336.37
1157;gvasilmanov0;369814086-1;7429.93
1158;cmayes5;236198775-9;7642.21
1159;rmarchenko8;604150177-8;1119.25
1160;clangstaff9;921481382-5;5234.75
1161;ahenaughan3;408840891-8;4361.62
1162;nbernholt7;921481382-5;9231.78
1163;aepelett6;369814086-1;4052.29
1164;ahenaughan3;921481382-5;6730.48
1165;rmarchenko8;671688460-2;7079.95
1166;rmarchenko8;236198775-9;3354.52
1167;jesparza2;837274956-6;9181.2
1168;jesparza2;724222419-5;7072.93
1169;rmarchenko8;921481382-5;5519.94
1170;ahenaughan3;369814086-1;9135.9
1171;jesparza2;369814086-1;1745.33
1172;cmayes5;369814086-1;8937.16
1173;ksandcroft1;671688460-2;4904.24
1174;nbernholt7;017137369-3;545.89
1175;nbernholt7;671688460-2;4466.87
1176;cmayes5;017137369-3;1759.69
1177;rmarchenko8;671688460-2;6410.97
1178;rmarchenko8;604150177-8;3540.94
1179;gvasilmanov0;236198775-9;8043.32
1180;aepelett6;921481382-5;1787.79
1181;aroyle4;671688460-2;4490.78
1182;aroyle4;921481382-5;6683.38
1183;gvasilmanov0;408840891-8;3771.69
1184;ahenaughan3;837274956-6;6028.94
1185;ksandcroft1;724222419-5;1739.98
1186;cmayes5;604150177-8;9895.2
1187;jesparza2;369814086-1;385.24
1188;gvasilmanov0;837274956-6;5040.43
1189;ahenaughan3;017137369-3;4066.36
1190;aepelett6;369814086-1;7490.31
1191;ksandcroft1;837274956-6;5122.78
1192;ksandcroft1;017137369-3;1528.17
1193;clangstaff9;921481382-5;1895.81
1194;cmayes5;408840891-8;4626.18
1195;jesparza2;408840891-8;4795.64
1196;nbernholt7;921481382-5;6493.49
1197;aroyle4;837274956-6;5881.31
1198;gvasilmanov0;408840891-8;2286.05
1199;clangstaff9;017137369-3;4808.24
1200;aepelett6;236198775-9;7891.83
1201;clangstaff9;724222419-5;3825.03
1202;clangstaff9;369814086-1;5189.22
1203;nbernholt7;244174503-4;5108.65
1204;cmayes5;236198775-9;9585.31
1205;ksandcroft1;724222419-5;8854.41
1206;aepelett6;724222419-5;3032.73
1207;aroyle4;408840891-8;6569.32
1208;jesparza2;724222419-5;4173.58
1209;cmayes5;724222419-5;4872.64
1210;aroyle4;724222419-5;4243.13
1211;aroyle4;017137369-3;5922.5
1212;cmayes5;671688460-2;158.54
1213;jesparza2;017137369-3;722.64
1214;cmayes5;017137369-3;958.43
1215;clangstaff9;236198775-9;1319.14
1216;aroyle4;837274956-6;6275.46
1217;clangstaff9;921481382-5;6434.48
1218;aroyle4;837274956-6;161.71
1219;ahenaughan3;017137369-3;2984.12
1220;ksandcroft1;837274956-6;9525.66
1221;jesparza2;369814086-1;3598.38
1222;ksandcroft1;837274956-6;2061.66
1223;nbernholt7;236198775-9;239.2
1224;rmarchenko8;244174503-4;1916.88
1225;aepelett6;369814086-1;337.5
1226;aepelett6;017137369-3;2345.24
1227;gvasilmanov0;604150177-8;999.77
1228;ksandcroft1;244174503-4;6284.41
1229;cmayes5;604150177-8;5264.69
1230;aroyle4;921481382-5;8919.33
1231;jesparza2;017137369-3;5359.67
1232;aroyle4;724222419-5;886.35
1233;aepelett6;017137369-3;8567.41
1234;clangstaff9;369814086-1;5787.18
1235;ahenaughan3;604150177-8;1723.64
1236;clangstaff9;408840891-8;4418.65
1237;jesparza2;244174503-4;2674.15
1238;ahenaughan3;837274956-6;8558.39
1239;rmarchenko8;604150177-8;4566.34
1240;ksandcroft1;017137369-3;7144.34
1241;rmarchenko8;837274956-6;9647.79
1242;cmayes5;604150177-8;3330.63
1243;ksandcroft1;408840891-8;6785.04
1244;ahenaughan3;369814086-1;4177.08
1245;ksandcroft1;837274956-6;9646.61
1246;ahenaughan3;236198775-9;5324.28
1247;ahenaughan3;369814086-1;3512.58
1248;aepelett6;369814086-1;6652.02
1249;rmarchenko8;837274956-6;3181.88
1250;rmarchenko8;921481382-5;994.81
1251;jesparza2;837274956-6;6943.57
1252;ksandcroft1;017137369-3;2964.42
1253;clangstaff9;837274956-6;1771.4
1254;gvasilmanov0;236198775-9;4211.7
1255;ksandcroft1;837274956-6;1110.24
1256;cmayes5;837274956-6;1820.91
1257;jesparza2;921481382-5;3062.22
1258;ahenaughan3;724222419-5;4391.59
1259;aroyle4;244174503-4;9890.03
1260;aepelett6;921481382-5;2262.89
1261;ksandcroft1;408840891-8;2690.04
1262;aroyle4;244174503-4;4141.44
1263;rmarchenko8;017137369-3;8428.37
1264;aroyle4;921481382-5;4746.03
1265;gvasilmanov0;244174503-4;5215.9
1266;jesparza2;921481382-5;5083.63
1267;clangstaff9;244174503-4;8333.75
1268;jesparza2;671688460-2;8268.33
1269;cmayes5;236198775-9;8370.68
1270;gvasilmanov0;244174503-4;49.34
1271;ksandcroft1;408840891-8;8012.6
1272;jesparza2;921481382-5;1576.93
1273;ksandcroft1;236198775-9;9618.83
1274;cmayes5;236198775-9;5918.67
1275;aepelett6;724222419-5;1377.04
1276;aroyle4;408840891-8;514.01
1277;nbernholt7;369814086-1;2470.83
1278;clangstaff9;369814086-1;124.64
1279;jesparza2;671688460-2;4693.95
1280;ksandcroft1;017137369-3;4216.73
1281;ahenaughan3;724222419-5;6146.82
1282;rmarchenko8;921481382-5;3332.77
1283;rmarchenko8;244174503-4;5324.76
1284;cmayes5;408840891-8;9675
1285;rmarchenko8;408840891-8;5918.29
1286;clangstaff9;236198775-9;2719.6
1287;nbernholt7;236198775-9;3768.72
1288;nbernholt7;017137369-3;8730.27
1289;ahenaughan3;921481382-5;8775.53
1290;cmayes5;408840891-8;6787.91
1291;aroyle4;837274956-6;6297.9
1292;cmayes5;236198775-9;8659.62
1293;nbernholt7;017137369-3;9166.9
1294;aepelett6;671688460-2;2878.54
1295;aepelett6;017137369-3;5777.31
1296;clangstaff9;408840891-8;6392.4
1297;aepelett6;017137369-3;57.93
1298;jesparza2;671688460-2;1849.32
1299;jesparza2;921481382-5;3029.65
1300;rmarchenko8;408840891-8;6493.5
1301;gvasilmanov0;921481382-5;7824.14
1302;gvasilmanov0;724222419-5;6944.3
1303;aepelett6;724222419-5;2745.62
1304;cmayes5;921481382-5;3748.08
1305;ahenaughan3;369814086-1;3236
1306;ahenaughan3;236198775-9;8165.45
1307;nbernholt7;236198775-9;7977.06
1308;jesparza2;604150177-8;6412.83
1309;aepelett6;017137369-3;3808.77
1310;gvasilmanov0;724222419-5;2793.05
1311;ksandcroft1;837274956-6;5873.65
1312;nbernholt7;244174503-4;8969.9
1313;rmarchenko8;244174503-4;6320.93
1314;aroyle4;369814086-1;9034.24
1315;aepelett6;369814086-1;1899.46
1316;nbernholt7;921481382-5;6952.32
1317;gvasilmanov0;837274956-6;3476.37
1318;jesparza2;604150177-8;7189.02
1319;cmayes5;837274956-6;6954.89
1320;aroyle4;604150177-8;8029.63
1321;ahenaughan3;017137369-3;1733.19
1322;rmarchenko8;724222419-5;9656.53
1323;aroyle4;921481382-5;391.06
1324;ahenaughan3;369814086-1;6.24
1325;nbernholt7;236198775-9;6629.13
1326;cmayes5;408840891-8;2329.19
1327;clangstaff9;604150177-8;3864.41
1328;ahenaughan3;724222419-5;2607.31
1329;ksandcroft1;408840891-8;1935.23
1330;ksandcroft1;671688460-2;3488.75
1331;aroyle4;244174503-4;1035.21
1332;aepelett6;604150177-8;2763.63
1333;nbernholt7;236198775-9;1749.09
1334;ksandcroft1;369814086-1;658.59
1335;jesparza2;408840891-8;2219.26
1336;aepelett6;408840891-8;9128.66
1337;gvasilmanov0;408840891-8;6553.88
1338;aroyle4;408840891-8;2330.63
1339;aepelett6;921481382-5;7194.21
1340;aepelett6;369814086-1;3591.42
1341;aepelett6;236198775-9;1353.79
1342;aroyle4;408840891-8;3466.52
1343;rmarchenko8;724222419-5;7996.67
1344;aepelett6;369814086-1;1756.67
1345;ahenaughan3;236198775-9;6975.61
1346;ahenaughan3;017137369-3;5890.89
1347;rmarchenko8;017137369-3;822.6
1348;rmarchenko8;244174503-4;3139.91
1349;aepelett6;244174503-4;3733.12
1350;cmayes5;369814086-1;7525.71
1351;cmayes5;236198775-9;2539.99
1352;jesparza2;837274956-6;6953.17
1353;ksandcroft1;369814086-1;6605.29
1354;jesparza2;408840891-8;8902.76
1355;jesparza2;837274956-6;9778.17
1356;aroyle4;724222419-5;1820.06
1357;ksandcroft1;724222419-5;4904.53
1358;cmayes5;408840891-8;2722.77
1359;clangstaff9;236198775-9;7822.28
1360;rmarchenko8;604150177-8;183.66
1361;rmarchenko8;369814086-1;5826.9
1362;gvasilmanov0;724222419-5;2377.92
1363;aroyle4;244174503-4;7436.45
1364;ksandcroft1;369814086-1;7962.04
1365;clangstaff9;837274956-6;9816.86
1366;clangstaff9;236198775-9;6076.37
1367;gvasilmanov0;604150177-8;7661.42
1368;clangstaff9;921481382-5;9909.24
1369;nbernholt7;921481382-5;5752.7
1370;ksandcroft1;369814086-1;1978.12
1371;ahenaughan3;837274956-6;4992.54
1372;rmarchenko8;244174503-4;9654.46
1373;aepelett6;604150177-8;338.83
1374;aroyle4;724222419-5;3962.69
1375;aroyle4;671688460-2;3182.11
1376;rmarchenko8;236198775-9;8707.23
1377;aroyle4;837274956-6;8250.81
1378;clangstaff9;017137369-3;4543.11
